customer_id,first_name,last_name,email,region,member_since,loyalty_tier
CUST000384,James,Williams,customer384@example.com,West,2020-08-08,Silver
CUST000385,Thomas,Rodriguez,customer385@example.com,East,2020-06-16,Gold
CUST000386,William,Rodriguez,customer386@example.com,Central,2015-07-15,Platinum
CUST000387,Patricia,Taylor,customer387@example.com,South,2015-09-03,Silver
CUST000388,William,Davis,customer388@example.com,North,2020-01-17,Gold
CUST000389,William,Garcia,customer389@example.com,East,2021-04-14,Gold
CUST000390,Susan,Smith,customer390@example.com,West,2016-05-11,Gold
CUST000391,Nancy,Brown,customer391@example.com,Central,2021-06-16,Silver
CUST000392,Elizabeth,Garcia,customer392@example.com,East,2022-07-20,Platinum
CUST000393,Joseph,Johnson,customer393@example.com,West,2021-11-18,Gold
CUST000394,Joseph,Anderson,customer394@example.com,South,2016-11-17,Gold
CUST000395,Jessica,Anderson,customer395@example.com,Central,2021-05-30,Platinum
CUST000396,John,Johnson,customer396@example.com,South,2018-11-08,Silver
CUST000397,David,Garcia,customer397@example.com,East,2022-12-19,Gold
CUST000398,Nancy,Anderson,customer398@example.com,West,2018-01-16,Platinum
CUST000399,Susan,Taylor,customer399@example.com,Central,2020-11-03,Platinum
CUST000400,Jessica,Williams,customer400@example.com,South,2015-04-05,Silver
CUST000401,Linda,Anderson,customer401@example.com,East,2022-11-10,Bronze
CUST000402,Michael,Williams,customer402@example.com,West,2016-02-26,Bronze
CUST000403,John,Davis,customer403@example.com,Central,2015-08-09,Bronze
CUST000404,Richard,Rodriguez,customer404@example.com,North,2016-03-01,Gold
CUST000405,Nancy,Williams,customer405@example.com,North,2022-05-06,Platinum
CUST000406,Elizabeth,Brown,customer406@example.com,South,2018-03-09,Platinum
CUST000407,Robert,Williams,customer407@example.com,Central,2016-11-29,Bronze
CUST000408,Mary,Anderson,customer408@example.com,East,2018-08-25,Platinum
CUST000409,Joseph,Moore,customer409@example.com,Central,2018-01-20,Platinum
CUST000410,Robert,Taylor,customer410@example.com,Central,2016-12-26,Platinum
CUST000411,Charles,Miller,customer411@example.com,Central,2022-03-05,Gold
CUST000412,Susan,Davis,customer412@example.com,Central,2017-07-19,Bronze
CUST000413,Joseph,Jones,customer413@example.com,East,2019-08-16,Gold
CUST000414,Robert,Jones,customer414@example.com,North,2015-01-01,Silver
CUST000415,Susan,Jones,customer415@example.com,West,2020-12-31,Bronze
CUST000416,Sarah,Thomas,customer416@example.com,West,2018-05-12,Bronze
CUST000417,Jessica,Thomas,customer417@example.com,East,2021-09-11,Silver
CUST000418,James,Rodriguez,customer418@example.com,East,2017-02-11,Platinum
CUST000419,Karen,Miller,customer419@example.com,West,2017-10-20,Silver
CUST000420,Richard,Moore,customer420@example.com,West,2017-06-22,Gold
CUST000421,John,Miller,customer421@example.com,South,2020-10-17,Gold
CUST000422,Elizabeth,Anderson,customer422@example.com,Central,2018-01-06,Platinum
CUST000423,Michael,Moore,customer423@example.com,North,2017-01-17,Silver
CUST000424,Elizabeth,Johnson,customer424@example.com,West,2021-12-05,Platinum
CUST000425,William,Taylor,customer425@example.com,Central,2020-07-08,Silver
CUST000426,David,Smith,customer426@example.com,South,2015-07-23,Bronze
CUST000427,Jennifer,Johnson,customer427@example.com,East,2018-01-07,Silver
CUST000428,Joseph,Taylor,customer428@example.com,North,2017-08-11,Bronze
CUST000429,Robert,Smith,customer429@example.com,West,2017-06-08,Gold
CUST000430,Jessica,Jones,customer430@example.com,West,2019-03-02,Platinum
CUST000431,Mary,Garcia,customer431@example.com,North,2016-08-21,Bronze
CUST000432,William,Thomas,customer432@example.com,West,2015-10-20,Platinum
CUST000433,Jennifer,Brown,customer433@example.com,East,2019-04-12,Bronze
CUST000434,Patricia,Thomas,customer434@example.com,South,2019-04-26,Platinum
CUST000435,Linda,Taylor,customer435@example.com,North,2017-03-26,Platinum
CUST000436,Patricia,Rodriguez,customer436@example.com,South,2020-04-20,Platinum
CUST000437,Elizabeth,Garcia,customer437@example.com,South,2022-01-21,Bronze
CUST000438,Karen,Rodriguez,customer438@example.com,North,2017-11-03,Platinum
CUST000439,Elizabeth,Brown,customer439@example.com,East,2015-08-02,Silver
CUST000440,Patricia,Brown,customer440@example.com,West,2018-08-22,Bronze
CUST000441,Jennifer,Thomas,customer441@example.com,East,2021-07-22,Bronze
CUST000442,Richard,Thomas,customer442@example.com,South,2015-02-06,Bronze
CUST000443,Charles,Thomas,customer443@example.com,West,2022-09-20,Silver
CUST000444,Susan,Thomas,customer444@example.com,North,2017-10-15,Silver
CUST000445,Sarah,Johnson,customer445@example.com,Central,2018-10-18,Bronze
CUST000446,Mary,Garcia,customer446@example.com,South,2022-11-12,Bronze
CUST000447,Robert,Davis,customer447@example.com,South,2018-07-21,Gold
CUST000448,Joseph,Taylor,customer448@example.com,South,2015-03-29,Platinum
CUST000449,Susan,Taylor,customer449@example.com,South,2017-10-23,Bronze
CUST000450,Sarah,Taylor,customer450@example.com,West,2021-04-08,Gold
CUST000451,Karen,Taylor,customer451@example.com,West,2017-02-16,Silver
CUST000452,Karen,Garcia,customer452@example.com,East,2023-03-19,Platinum
CUST000453,William,Moore,customer453@example.com,Central,2021-03-21,Silver
CUST000454,John,Rodriguez,customer454@example.com,South,2020-01-15,Gold
CUST000455,William,Rodriguez,customer455@example.com,East,2020-02-03,Bronze
CUST000456,Thomas,Miller,customer456@example.com,South,2015-03-18,Gold
CUST000457,Nancy,Brown,customer457@example.com,East,2023-02-01,Bronze
CUST000458,Karen,Moore,customer458@example.com,West,2017-02-16,Platinum
CUST000459,Karen,Williams,customer459@example.com,Central,2018-03-05,Gold
CUST000460,Jessica,Anderson,customer460@example.com,East,2016-03-28,Bronze
CUST000461,Thomas,Anderson,customer461@example.com,North,2015-06-29,Silver
CUST000462,Jennifer,Moore,customer462@example.com,North,2017-04-07,Bronze
CUST000463,Sarah,Brown,customer463@example.com,North,2015-05-11,Platinum
CUST000464,Sarah,Rodriguez,customer464@example.com,Central,2022-11-12,Gold
CUST000465,Mary,Garcia,customer465@example.com,South,2021-10-17,Bronze
CUST000466,James,Brown,customer466@example.com,West,2015-11-24,Platinum
CUST000467,Mary,Garcia,customer467@example.com,Central,2019-08-31,Gold
CUST000468,Mary,Moore,customer468@example.com,Central,2017-12-24,Bronze
CUST000469,John,Moore,customer469@example.com,East,2015-11-16,Silver
CUST000470,Thomas,Johnson,customer470@example.com,North,2023-02-18,Silver
CUST000471,Karen,Miller,customer471@example.com,South,2017-03-02,Silver
CUST000472,Charles,Anderson,customer472@example.com,South,2021-04-06,Platinum
CUST000473,Patricia,Thomas,customer473@example.com,Central,2019-01-06,Platinum
CUST000474,Jessica,Johnson,customer474@example.com,South,2017-01-08,Platinum
CUST000475,Thomas,Garcia,customer475@example.com,South,2020-12-26,Platinum
CUST000476,Susan,Garcia,customer476@example.com,Central,2018-08-22,Gold
CUST000477,Jessica,Thomas,customer477@example.com,West,2023-02-21,Gold
CUST000478,Nancy,Brown,customer478@example.com,Central,2021-02-12,Silver
CUST000479,Richard,Thomas,customer479@example.com,Central,2017-11-06,Gold
CUST000480,Joseph,Davis,customer480@example.com,West,2015-01-01,Bronze
CUST000481,Elizabeth,Martinez,customer481@example.com,North,2020-10-21,Silver
CUST000482,Elizabeth,Smith,customer482@example.com,East,2017-06-27,Silver
CUST000483,David,Smith,customer483@example.com,East,2021-03-17,Silver
CUST000484,Patricia,Smith,customer484@example.com,West,2018-12-27,Silver
CUST000485,Robert,Jones,customer485@example.com,East,2021-07-12,Silver
CUST000486,Linda,Jones,customer486@example.com,East,2016-01-12,Platinum
CUST000487,Charles,Brown,customer487@example.com,North,2023-02-11,Gold
CUST000488,Sarah,Williams,customer488@example.com,West,2022-09-25,Bronze
CUST000489,Nancy,Anderson,customer489@example.com,East,2015-06-03,Platinum
CUST000490,John,Thomas,customer490@example.com,North,2018-10-01,Gold
CUST000491,Jessica,Miller,customer491@example.com,North,2017-07-17,Bronze
CUST000492,Richard,Smith,customer492@example.com,East,2020-11-17,Bronze
CUST000493,David,Rodriguez,customer493@example.com,Central,2016-09-04,Gold
CUST000494,Thomas,Taylor,customer494@example.com,South,2016-09-19,Bronze
CUST000495,Richard,Davis,customer495@example.com,Central,2021-06-14,Bronze
CUST000496,Linda,Miller,customer496@example.com,East,2019-06-04,Silver
CUST000497,Robert,Garcia,customer497@example.com,North,2020-05-03,Bronze
CUST000498,Karen,Miller,customer498@example.com,East,2015-12-15,Platinum
CUST000499,Thomas,Miller,customer499@example.com,South,2016-07-06,Platinum
CUST000500,Karen,Brown,customer500@example.com,West,2019-06-08,Silver
CUST000501,Karen,Martinez,customer501@example.com,Central,2017-10-05,Silver
CUST000502,John,Jones,customer502@example.com,West,2018-08-17,Bronze
CUST000503,Patricia,Anderson,customer503@example.com,West,2019-10-01,Gold
CUST000504,Susan,Brown,customer504@example.com,East,2018-11-12,Bronze
CUST000505,Elizabeth,Williams,customer505@example.com,East,2021-11-29,Platinum
CUST000506,Nancy,Williams,customer506@example.com,West,2015-07-03,Silver
CUST000507,Michael,Anderson,customer507@example.com,East,2016-09-30,Bronze
CUST000508,Patricia,Taylor,customer508@example.com,North,2017-09-22,Silver
CUST000509,Elizabeth,Smith,customer509@example.com,East,2022-10-12,Bronze
CUST000510,Elizabeth,Davis,customer510@example.com,West,2015-04-04,Gold
CUST000511,Michael,Taylor,customer511@example.com,Central,2017-05-17,Silver
CUST000512,Karen,Rodriguez,customer512@example.com,East,2021-02-25,Platinum
CUST000513,Nancy,Taylor,customer513@example.com,South,2022-10-18,Bronze
CUST000514,Richard,Martinez,customer514@example.com,Central,2015-06-28,Gold
CUST000515,Jennifer,Smith,customer515@example.com,East,2017-04-02,Gold
CUST000516,Mary,Davis,customer516@example.com,North,2015-09-30,Platinum
CUST000517,William,Anderson,customer517@example.com,East,2016-03-17,Bronze
CUST000518,Elizabeth,Moore,customer518@example.com,West,2017-08-04,Platinum
CUST000519,Thomas,Taylor,customer519@example.com,North,2018-07-16,Platinum
CUST000520,Nancy,Rodriguez,customer520@example.com,North,2017-02-02,Silver
CUST000521,Thomas,Davis,customer521@example.com,Central,2022-12-28,Bronze
CUST000522,Mary,Brown,customer522@example.com,Central,2018-06-02,Gold
CUST000523,Sarah,Miller,customer523@example.com,South,2015-03-17,Gold
CUST000524,Susan,Garcia,customer524@example.com,East,2017-08-25,Gold
CUST000525,Mary,Anderson,customer525@example.com,East,2019-05-05,Bronze
CUST000526,Karen,Jones,customer526@example.com,South,2016-09-13,Gold
CUST000527,Richard,Anderson,customer527@example.com,South,2015-12-26,Platinum
CUST000528,Thomas,Anderson,customer528@example.com,Central,2022-01-06,Silver
CUST000529,Jessica,Brown,customer529@example.com,Central,2016-09-17,Platinum
CUST000530,Elizabeth,Martinez,customer530@example.com,East,2020-01-14,Silver
CUST000531,Michael,Anderson,customer531@example.com,South,2021-07-07,Silver
CUST000532,Robert,Jones,customer532@example.com,Central,2016-07-07,Platinum
CUST000533,Robert,Anderson,customer533@example.com,Central,2016-10-09,Gold
CUST000534,John,Rodriguez,customer534@example.com,Central,2023-01-25,Bronze
CUST000535,Jennifer,Garcia,customer535@example.com,South,2023-02-26,Bronze
CUST000536,David,Miller,customer536@example.com,West,2018-05-27,Platinum
CUST000537,William,Williams,customer537@example.com,South,2016-03-13,Silver
CUST000538,Jennifer,Smith,customer538@example.com,Central,2021-12-02,Gold
CUST000539,Nancy,Martinez,customer539@example.com,Central,2017-08-03,Silver
CUST000540,Linda,Anderson,customer540@example.com,North,2019-01-11,Bronze
CUST000541,Sarah,Williams,customer541@example.com,Central,2021-10-12,Platinum
CUST000542,Susan,Williams,customer542@example.com,West,2020-07-05,Platinum
CUST000543,Robert,Williams,customer543@example.com,South,2017-07-15,Bronze
CUST000544,Jessica,Thomas,customer544@example.com,North,2018-01-10,Platinum
CUST000545,Linda,Taylor,customer545@example.com,South,2017-04-17,Bronze
CUST000546,Jennifer,Davis,customer546@example.com,Central,2020-06-29,Gold
CUST000547,Joseph,Brown,customer547@example.com,West,2019-07-17,Bronze
CUST000548,Nancy,Taylor,customer548@example.com,West,2023-01-28,Gold
CUST000549,Richard,Martinez,customer549@example.com,Central,2021-08-29,Bronze
CUST000550,Thomas,Johnson,customer550@example.com,West,2020-02-15,Bronze
CUST000551,Linda,Rodriguez,customer551@example.com,Central,2019-06-09,Bronze
CUST000552,Karen,Miller,customer552@example.com,Central,2022-01-27,Bronze
CUST000553,Michael,Jones,customer553@example.com,West,2019-06-19,Gold
CUST000554,Elizabeth,Davis,customer554@example.com,South,2019-09-27,Gold
CUST000555,Nancy,Smith,customer555@example.com,Central,2016-08-05,Platinum
CUST000556,Joseph,Johnson,customer556@example.com,Central,2016-04-08,Silver
CUST000557,Charles,Taylor,customer557@example.com,Central,2016-07-08,Platinum
CUST000558,Jessica,Garcia,customer558@example.com,West,2015-04-13,Silver
CUST000559,Joseph,Martinez,customer559@example.com,South,2020-02-06,Bronze
CUST000560,William,Garcia,customer560@example.com,South,2023-01-21,Bronze
CUST000561,John,Johnson,customer561@example.com,West,2022-02-10,Gold
CUST000562,John,Rodriguez,customer562@example.com,West,2023-02-25,Silver
CUST000563,Richard,Rodriguez,customer563@example.com,West,2015-06-29,Silver
CUST000564,David,Martinez,customer564@example.com,South,2016-10-26,Silver
CUST000565,Jennifer,Thomas,customer565@example.com,North,2019-09-15,Gold
CUST000566,Elizabeth,Taylor,customer566@example.com,West,2018-03-28,Silver
CUST000567,Patricia,Williams,customer567@example.com,South,2015-01-15,Gold
CUST000568,James,Davis,customer568@example.com,West,2020-08-04,Bronze
CUST000569,Nancy,Davis,customer569@example.com,South,2017-06-07,Platinum
CUST000570,Joseph,Miller,customer570@example.com,West,2015-11-22,Bronze
CUST000571,Linda,Rodriguez,customer571@example.com,East,2021-12-13,Silver
CUST000572,Mary,Williams,customer572@example.com,South,2015-08-14,Gold
CUST000573,Mary,Williams,customer573@example.com,North,2022-06-25,Gold
CUST000574,David,Johnson,customer574@example.com,North,2016-03-22,Platinum
CUST000575,Jennifer,Williams,customer575@example.com,East,2021-11-08,Silver
CUST000576,Joseph,Taylor,customer576@example.com,Central,2019-01-15,Bronze
CUST000577,John,Thomas,customer577@example.com,East,2018-08-15,Gold
CUST000578,Richard,Moore,customer578@example.com,North,2019-10-17,Bronze
CUST000579,Elizabeth,Davis,customer579@example.com,South,2016-05-14,Gold
CUST000580,David,Rodriguez,customer580@example.com,West,2020-11-18,Silver
CUST000581,Michael,Martinez,customer581@example.com,North,2016-03-23,Bronze
CUST000582,Sarah,Taylor,customer582@example.com,Central,2022-12-05,Gold
CUST000583,Jessica,Martinez,customer583@example.com,East,2017-11-29,Gold
CUST000584,Robert,Martinez,customer584@example.com,Central,2020-07-26,Platinum
CUST000585,Sarah,Thomas,customer585@example.com,South,2021-11-01,Silver
CUST000586,Elizabeth,Brown,customer586@example.com,North,2016-04-29,Bronze
CUST000587,Joseph,Anderson,customer587@example.com,North,2017-04-29,Platinum
CUST000588,Jessica,Smith,customer588@example.com,East,2018-12-03,Silver
CUST000589,James,Anderson,customer589@example.com,South,2022-09-27,Gold
CUST000590,William,Thomas,customer590@example.com,North,2018-06-14,Gold
CUST000591,Thomas,Rodriguez,customer591@example.com,East,2015-01-26,Bronze
CUST000592,David,Garcia,customer592@example.com,West,2023-02-15,Bronze
CUST000593,Jennifer,Brown,customer593@example.com,East,2018-10-16,Platinum
CUST000594,Sarah,Thomas,customer594@example.com,North,2022-03-29,Silver
CUST000595,Sarah,Williams,customer595@example.com,West,2021-01-08,Gold
CUST000596,Joseph,Thomas,customer596@example.com,West,2015-08-18,Gold
CUST000597,Charles,Taylor,customer597@example.com,East,2021-03-24,Bronze
CUST000598,Michael,Martinez,customer598@example.com,East,2018-12-19,Bronze
CUST000599,Robert,Jones,customer599@example.com,North,2018-10-21,Platinum
CUST000600,Karen,Moore,customer600@example.com,South,2021-05-27,Platinum
CUST000601,Jennifer,Martinez,customer601@example.com,North,2018-06-16,Gold
CUST000602,Mary,Jones,customer602@example.com,West,2015-12-22,Platinum
CUST000603,Linda,Garcia,customer603@example.com,West,2018-05-24,Silver
CUST000604,Thomas,Jones,customer604@example.com,South,2016-04-04,Gold
CUST000605,Mary,Thomas,customer605@example.com,South,2016-01-15,Platinum
CUST000606,Thomas,Smith,customer606@example.com,West,2020-08-10,Silver
CUST000607,Michael,Garcia,customer607@example.com,West,2023-03-20,Gold
CUST000608,David,Williams,customer608@example.com,North,2020-10-15,Silver
CUST000609,Michael,Taylor,customer609@example.com,North,2020-02-25,Platinum
CUST000610,Thomas,Johnson,customer610@example.com,North,2018-06-27,Bronze
CUST000611,Nancy,Moore,customer611@example.com,North,2018-09-27,Platinum
CUST000612,Mary,Johnson,customer612@example.com,Central,2022-05-23,Gold
CUST000613,James,Martinez,customer613@example.com,East,2022-03-01,Silver
CUST000614,David,Brown,customer614@example.com,South,2018-03-19,Gold
CUST000615,Karen,Garcia,customer615@example.com,West,2022-07-11,Bronze
CUST000616,William,Williams,customer616@example.com,South,2018-01-25,Bronze
CUST000617,James,Martinez,customer617@example.com,Central,2020-10-06,Bronze
CUST000618,Michael,Rodriguez,customer618@example.com,East,2021-02-28,Gold
CUST000619,William,Williams,customer619@example.com,East,2021-06-09,Silver
CUST000620,Jennifer,Johnson,customer620@example.com,East,2021-11-16,Gold
CUST000621,Karen,Davis,customer621@example.com,North,2016-06-16,Bronze
CUST000622,Sarah,Anderson,customer622@example.com,North,2016-03-09,Platinum
CUST000623,Mary,Johnson,customer623@example.com,West,2019-05-25,Silver
CUST000624,Nancy,Martinez,customer624@example.com,West,2021-11-29,Gold
CUST000625,Elizabeth,Garcia,customer625@example.com,South,2022-12-30,Bronze
CUST000626,Joseph,Martinez,customer626@example.com,South,2016-01-16,Platinum
CUST000627,Patricia,Davis,customer627@example.com,East,2022-09-04,Platinum
CUST000628,Sarah,Brown,customer628@example.com,South,2016-08-11,Gold
CUST000629,Susan,Miller,customer629@example.com,South,2022-11-05,Gold
CUST000630,David,Davis,customer630@example.com,West,2015-05-04,Bronze
CUST000631,Sarah,Johnson,customer631@example.com,East,2020-05-14,Platinum
CUST000632,Jennifer,Jones,customer632@example.com,East,2021-10-11,Silver
CUST000633,Thomas,Johnson,customer633@example.com,West,2023-01-04,Bronze
CUST000634,David,Rodriguez,customer634@example.com,North,2018-05-22,Platinum
CUST000635,Richard,Martinez,customer635@example.com,West,2017-09-04,Silver
CUST000636,Karen,Williams,customer636@example.com,West,2019-04-22,Bronze
CUST000637,David,Brown,customer637@example.com,Central,2019-11-01,Platinum
CUST000638,Charles,Thomas,customer638@example.com,East,2021-02-08,Silver
CUST000639,Jennifer,Anderson,customer639@example.com,North,2022-12-25,Platinum
CUST000640,Patricia,Martinez,customer640@example.com,Central,2020-03-11,Gold
CUST000641,Karen,Johnson,customer641@example.com,West,2016-12-22,Gold
CUST000642,Richard,Johnson,customer642@example.com,Central,2016-03-21,Platinum
CUST000643,David,Davis,customer643@example.com,North,2016-01-06,Silver
CUST000644,Robert,Martinez,customer644@example.com,North,2016-08-23,Silver
CUST000645,Joseph,Rodriguez,customer645@example.com,East,2019-05-17,Platinum
CUST000646,Michael,Brown,customer646@example.com,East,2018-05-12,Gold
CUST000647,Jessica,Taylor,customer647@example.com,East,2016-01-01,Bronze
CUST000648,Nancy,Rodriguez,customer648@example.com,West,2016-06-06,Gold
CUST000649,Mary,Garcia,customer649@example.com,Central,2015-08-06,Bronze
CUST000650,Karen,Moore,customer650@example.com,East,2016-03-25,Gold
CUST000651,James,Brown,customer651@example.com,West,2022-11-16,Platinum
CUST000652,David,Taylor,customer652@example.com,West,2019-07-22,Platinum
CUST000653,Jessica,Rodriguez,customer653@example.com,South,2022-06-06,Silver
CUST000654,Sarah,Williams,customer654@example.com,South,2021-03-25,Platinum
CUST000655,Susan,Moore,customer655@example.com,West,2016-09-23,Gold
CUST000656,Robert,Williams,customer656@example.com,North,2015-10-21,Bronze
CUST000657,Robert,Taylor,customer657@example.com,West,2022-05-18,Platinum
CUST000658,Robert,Johnson,customer658@example.com,South,2022-03-15,Platinum
CUST000659,Joseph,Thomas,customer659@example.com,Central,2019-10-10,Silver
CUST000660,Joseph,Rodriguez,customer660@example.com,West,2021-03-11,Platinum
CUST000661,Richard,Garcia,customer661@example.com,South,2017-01-31,Platinum
CUST000662,Nancy,Smith,customer662@example.com,Central,2020-08-02,Silver
CUST000663,Thomas,Jones,customer663@example.com,West,2021-02-15,Gold
CUST000664,Mary,Smith,customer664@example.com,Central,2020-06-02,Gold
CUST000665,Patricia,Martinez,customer665@example.com,West,2022-09-29,Bronze
CUST000666,Robert,Taylor,customer666@example.com,Central,2018-02-18,Platinum
CUST000667,Thomas,Johnson,customer667@example.com,Central,2021-11-03,Bronze
CUST000668,Linda,Davis,customer668@example.com,North,2022-09-02,Gold
CUST000669,Nancy,Smith,customer669@example.com,East,2020-12-31,Bronze
CUST000670,Sarah,Davis,customer670@example.com,Central,2020-04-05,Gold
CUST000671,Jessica,Garcia,customer671@example.com,East,2018-03-30,Silver
CUST000672,Mary,Taylor,customer672@example.com,Central,2018-05-30,Gold
CUST000673,Mary,Anderson,customer673@example.com,West,2021-06-26,Silver
CUST000674,Charles,Smith,customer674@example.com,East,2022-01-01,Bronze
CUST000675,Elizabeth,Davis,customer675@example.com,North,2016-06-03,Bronze
CUST000676,William,Jones,customer676@example.com,South,2021-11-27,Gold
CUST000677,William,Moore,customer677@example.com,East,2015-02-28,Bronze
CUST000678,Nancy,Williams,customer678@example.com,Central,2016-09-11,Platinum
CUST000679,Susan,Thomas,customer679@example.com,South,2017-12-06,Silver
CUST000680,Sarah,Williams,customer680@example.com,Central,2015-05-16,Gold
CUST000681,John,Williams,customer681@example.com,Central,2016-09-23,Platinum
CUST000682,Jessica,Thomas,customer682@example.com,West,2017-09-01,Platinum
CUST000683,Jennifer,Brown,customer683@example.com,Central,2018-11-14,Bronze
CUST000684,William,Thomas,customer684@example.com,North,2015-08-04,Silver
CUST000685,Joseph,Miller,customer685@example.com,West,2018-05-19,Platinum
CUST000686,Karen,Brown,customer686@example.com,West,2022-08-31,Platinum
CUST000687,Sarah,Jones,customer687@example.com,South,2020-12-12,Platinum
CUST000688,James,Jones,customer688@example.com,West,2019-04-14,Gold
CUST000689,Thomas,Anderson,customer689@example.com,North,2016-02-03,Gold
CUST000690,Jessica,Martinez,customer690@example.com,East,2018-10-04,Gold
CUST000691,William,Thomas,customer691@example.com,North,2017-11-11,Platinum
CUST000692,Joseph,Thomas,customer692@example.com,South,2022-07-15,Silver
CUST000693,Thomas,Garcia,customer693@example.com,South,2018-07-07,Bronze
CUST000694,James,Moore,customer694@example.com,North,2015-02-18,Platinum
CUST000695,Patricia,Rodriguez,customer695@example.com,North,2022-09-08,Platinum
CUST000696,Susan,Brown,customer696@example.com,East,2017-10-28,Silver
CUST000697,Mary,Smith,customer697@example.com,Central,2016-01-12,Bronze
CUST000698,Nancy,Anderson,customer698@example.com,South,2021-09-21,Bronze
CUST000699,Patricia,Johnson,customer699@example.com,Central,2016-06-16,Platinum
CUST000700,Charles,Thomas,customer700@example.com,South,2016-03-30,Silver
CUST000701,William,Jones,customer701@example.com,West,2022-05-29,Bronze
CUST000702,Joseph,Jones,customer702@example.com,West,2022-10-06,Gold
CUST000703,William,Williams,customer703@example.com,North,2018-02-09,Bronze
CUST000704,Richard,Miller,customer704@example.com,East,2015-09-04,Gold
CUST000705,William,Williams,customer705@example.com,West,2015-10-12,Platinum
CUST000706,Michael,Martinez,customer706@example.com,West,2016-12-31,Platinum
CUST000707,Patricia,Williams,customer707@example.com,Central,2019-11-02,Silver
CUST000708,Nancy,Anderson,customer708@example.com,North,2019-12-14,Gold
CUST000709,Patricia,Smith,customer709@example.com,North,2015-10-16,Gold
CUST000710,Joseph,Smith,customer710@example.com,West,2016-09-01,Bronze
CUST000711,Mary,Anderson,customer711@example.com,West,2017-12-27,Silver
CUST000712,David,Miller,customer712@example.com,Central,2015-01-16,Platinum
CUST000713,Sarah,Miller,customer713@example.com,West,2023-02-28,Bronze
CUST000714,Karen,Brown,customer714@example.com,North,2019-04-24,Platinum
CUST000715,Patricia,Martinez,customer715@example.com,Central,2019-01-10,Gold
CUST000716,Elizabeth,Miller,customer716@example.com,North,2022-02-02,Bronze
CUST000717,Susan,Rodriguez,customer717@example.com,East,2015-11-26,Platinum
CUST000718,Elizabeth,Anderson,customer718@example.com,South,2016-12-24,Bronze
CUST000719,Richard,Anderson,customer719@example.com,South,2018-05-09,Platinum
CUST000720,Patricia,Anderson,customer720@example.com,East,2020-06-15,Bronze
CUST000721,Joseph,Taylor,customer721@example.com,South,2016-07-27,Bronze
CUST000722,Michael,Smith,customer722@example.com,Central,2017-09-03,Platinum
CUST000723,Richard,Johnson,customer723@example.com,Central,2022-03-20,Gold
CUST000724,Sarah,Rodriguez,customer724@example.com,West,2015-03-09,Bronze
CUST000725,David,Smith,customer725@example.com,East,2023-02-01,Bronze
CUST000726,Richard,Johnson,customer726@example.com,South,2022-05-02,Platinum
CUST000727,Karen,Williams,customer727@example.com,Central,2017-08-12,Bronze
CUST000728,Mary,Taylor,customer728@example.com,South,2020-06-25,Bronze
CUST000729,Sarah,Martinez,customer729@example.com,North,2017-09-21,Silver
CUST000730,James,Williams,customer730@example.com,North,2018-06-12,Bronze
CUST000731,Joseph,Martinez,customer731@example.com,South,2021-08-17,Bronze
CUST000732,Patricia,Johnson,customer732@example.com,West,2021-09-03,Silver
CUST000733,John,Thomas,customer733@example.com,South,2019-10-12,Gold
CUST000734,Richard,Garcia,customer734@example.com,North,2022-09-03,Silver
CUST000735,David,Moore,customer735@example.com,South,2015-07-06,Silver
CUST000736,David,Johnson,customer736@example.com,North,2018-01-26,Silver
CUST000737,Jessica,Williams,customer737@example.com,East,2021-03-16,Silver
CUST000738,Joseph,Brown,customer738@example.com,Central,2015-06-16,Silver
CUST000739,Patricia,Thomas,customer739@example.com,Central,2019-03-21,Silver
CUST000740,James,Davis,customer740@example.com,North,2015-01-27,Bronze
CUST000741,Jennifer,Johnson,customer741@example.com,Central,2018-03-08,Platinum
CUST000742,Sarah,Taylor,customer742@example.com,South,2017-04-24,Silver
CUST000743,William,Rodriguez,customer743@example.com,West,2019-08-15,Silver
CUST000744,Jennifer,Martinez,customer744@example.com,North,2021-09-08,Silver
CUST000745,Sarah,Martinez,customer745@example.com,North,2022-01-12,Gold
CUST000746,Susan,Miller,customer746@example.com,North,2021-04-03,Silver
CUST000747,Michael,Johnson,customer747@example.com,Central,2016-01-27,Gold
CUST000748,Karen,Rodriguez,customer748@example.com,South,2020-03-16,Silver
CUST000749,William,Smith,customer749@example.com,South,2016-04-06,Silver
CUST000750,Sarah,Davis,customer750@example.com,South,2016-10-16,Bronze
CUST000751,Mary,Anderson,customer751@example.com,East,2018-03-13,Silver
CUST000752,Jessica,Jones,customer752@example.com,East,2021-12-01,Platinum
CUST000753,Mary,Johnson,customer753@example.com,North,2021-01-10,Silver
CUST000754,Jennifer,Thomas,customer754@example.com,North,2020-06-09,Bronze
CUST000755,John,Brown,customer755@example.com,West,2021-08-24,Gold
CUST000756,Jessica,Brown,customer756@example.com,East,2017-07-31,Bronze
CUST000757,David,Brown,customer757@example.com,North,2017-08-29,Platinum
CUST000758,Michael,Miller,customer758@example.com,South,2015-10-29,Platinum
CUST000759,Charles,Davis,customer759@example.com,North,2019-11-21,Silver
CUST000760,Michael,Martinez,customer760@example.com,West,2016-12-30,Platinum
CUST000761,Susan,Williams,customer761@example.com,West,2023-01-27,Silver
CUST000762,Susan,Jones,customer762@example.com,South,2018-10-07,Silver
CUST000763,Mary,Taylor,customer763@example.com,Central,2015-09-02,Gold
